221108,117008
221109,495890
221110,385063
221111,314411
221112,954799
221113,923382
221114,710473
221115,526847
221116,696899
221117,832354
221118,408419
221119,194019
221120,162143
221121,718330
221122,314340
221123,787258
221124,469733
221125,546789
221201,431709
221202,126204
221203,168788
221204,942998
221205,163658
221206,664427
221207,607816
221208,524848
221209,596988
221210,544014
221211,501991
221212,827287
221213,361962
221214,263477
221215,324258
221216,593226
221217,413283
221218,874647
221219,122467
221220,505256
221221,673799
221222,429156
221223,983722
221224,980531
221225,471273
221301,346395
221302,591237
221303,907614
221304,857567
221305,141817
221306,573653
221307,641936
221308,722131
221309,406501
221310,421234
221311,761036
221312,940797
221313,826293
221314,157241
221315,813811
221316,635763
221317,292881
221318,531306
221319,290758
221320,977937
221321,829027
221322,327667
221323,624825
221324,835524
221325,413202
221401,600560
221402,223159
221403,207890
221404,436895
221405,671639
221406,288793
221407,787439
221408,610644
221409,954503
221410,714091
221411,794151
221412,281798
221413,254774
221414,474236
221415,740478
221416,233847
221417,923134
221418,728993
221419,937575
221420,526742
221421,593980
221422,788476
221423,563236
221424,479700
221425,815740
221501,659100
221502,759501
221503,605256
221504,904312
221505,746019
221506,354944
221507,686943
221508,582377
221509,662876
221510,459606
221511,280840
221512,537427
221513,303034
221514,190187
221515,166283
221516,598683
221517,495190
221518,622033
221519,158819
221520,736717
221521,556623
221522,547630
221523,308340
221524,626168
221525,258885
221601,900971
221602,717650
221603,437578
221604,543754
221605,123255
221606,599249
221607,355882
221608,863491
221609,778865
221610,604924
221611,329544
221612,843362
221613,658522
221614,977387
221615,845084
221616,639414
221617,543116
221618,763723
221619,513941
221620,100866
221621,171809
221622,772859
221623,463069
221624,422131
221625,195994
221701,970744
221702,272176
221703,577575
221704,860268
221705,557045
221706,663654
221707,148769
221708,637991
221709,880194
221710,929946
221711,364242
221712,637877
221713,421101
221714,480521
221715,240722
221716,821732
221717,382368
221718,272930
221719,559149
221720,587337
221721,714408
221722,361615
221723,105608
221724,660411
221725,858897
221801,517893
221802,172755
221803,673514
221804,997225
221805,396824
221806,645709
221807,236497
221808,667741
221809,823317
221810,331586
221811,905050
221812,495581
221813,403438
221814,919593
221815,269980
221816,178859
221817,706368
221818,500965
221819,333587
221820,997841
221821,119898
221822,538440
221823,948730
221824,910340
221825,974721
231101,396516
231102,431993
231103,496535
231104,159604
231105,342113
231106,305864
231107,388146
231108,561235
231109,135992
231110,172687
231111,113780
231112,801174
231113,385348
231114,671180
231115,543101
231116,310456
231117,684909
231118,519401
231119,664780
231120,942265
231121,854348
231122,881725
231123,900170
231124,867377
231125,990917
231201,615023
231202,588065
231203,403672
231204,669682
231205,898761
231206,444011
231207,121827
231208,445971
231209,832895
231210,876016
231211,304933
231212,894342
231213,729176
231214,704106
231215,305150
231216,870537
231217,111685
231218,462703
231219,368911
231220,830272
231221,421162
231222,219168
231223,156144
231224,833584
231225,508223
231301,211709
231302,806353
231303,376305
231304,265498
231305,926277
231306,901181
231307,283226
231308,909935
231309,715391
231310,389361
231311,164723
231312,376742
231313,624772
231314,196413
231315,360652
231316,363627
231317,702156
231318,307863
231319,957085
231320,896750
231321,444451
231322,745205
231323,252914
231324,291183
231325,449655
231401,990264
231402,642423
231403,880263
231404,901039
231405,178337
231406,801817
231407,265929
231408,614079
231409,342192
231410,984324
231411,627192
231412,430590
231413,808957
231414,945119
231415,732891
231416,602636
231417,707919
231418,496051
231419,884739
231420,307922
231421,576998
231422,921814
231423,793998
231424,613132
231425,114402
231501,987201
231502,124022
231503,978872
231504,640301
231505,705310
231506,740905
231507,247326
231508,575457
231509,312342
231510,195843
231511,256480
231512,487632
231513,440712
231514,858117
231515,629512
231516,948952
231517,920392
231518,540031
231519,419315
231520,413693
231521,453108
231522,310327
231523,235823
231524,481371
231525,825682
231601,324740
231602,443104
231603,990427
231604,955509
231605,778399
231606,893268
231607,796404
231608,810401
231609,882898
231610,236810
231611,297630
231612,710214
231613,918658
231614,739167
231615,846213
231616,868016
231617,745403
231618,767478
231619,111654
231620,365151
231621,145310
231622,109596
231623,845947
231624,795413
231625,660384
231701,883806
231702,127653
231703,150262
231704,781874
231705,707129
231706,239221
231707,104966
231708,184548
231709,238965
231710,763436
231711,111562
231712,580590
231713,838403
231714,628308
231715,985653
231716,801692
231717,572225
231718,163286
231719,856859
231720,172818
231721,189724
231722,971284
231723,418589
231724,831204
231725,443724
231801,800901
231802,581181
231803,410049
231804,974636
231805,195843
231806,773561
231807,295039
231808,105202
231809,981728
231810,886274
231811,317519
231812,118952
231813,751688
231814,675499
231815,167110
231816,675307
231817,153183
231818,939781
231819,932698
231820,474894
231821,342170
231822,375491
231823,284132
231824,485159
231825,622032
